País Português,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
Filipinas,0.0009,0.0009,0.0009,0.0018,0.0018,0.0018,0.0018,0.0018,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0046,0.0055,0.0091,0.0183,0.0301,0.0447,0.0475,0.0584,0.1013,0.1278,0.1296,0.1706,0.1843,0.198,0.2099,0.2802,0.3468,0.4216,0.5037,0.5804,0.6452,0.7328,0.981,1.294,1.4108,1.9018,2.1089,2.4028,2.7541,2.8235,2.9622,3.34,3.4349,3.5316,3.7196,3.8282,4.0408,4.2416,4.5008,4.7663,4.9762,5.1651,5.3641,5.5548,5.7118,5.8943,6.022,6.1233,6.3706,6.5632,6.6563,6.9163,7.097,7.2622,7.494,7.7459,8.005,8.1474,8.4166,8.6557,8.8373,9.1293,9.4387,9.5482,9.6823,9.8502,10.1167,10.3576,,,,,,,,
Polónia,0.0026,0.0026,0.0132,0.0132,0.0291,0.0423,0.0581,0.0819,0.1295,0.1797,0.2722,0.3144,0.4677,0.6289,0.6632,0.938,1.123,1.4162,1.6752,1.979,2.3807,2.777,3.2262,3.6701,4.328,4.9199,5.4298,6.1062,6.7483,7.7841,8.9387,9.5834,10.8385,11.6602,12.8096,13.7529,14.7305,15.7346,16.7941,17.6343,18.3213,19.0294,20.0335,20.9213,22.1394,23.0985,24.5385,25.3471,26.042,26.869,27.7726,28.7793,29.786,30.695,31.448,32.2829,33.398,34.0242,34.6266,35.34,36.1803,37.0073,38.1302,38.9467,39.7579,40.6007,41.3538,42.2653,43.1373,44.7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,0.0196,0.0196,0.049,0.0785,0.1275,0.1961,0.2942,0.2942,0.4021,0.5786,0.5786,1.0984,1.6574,2.4027,3.2461,4.3936,4.3936,7.6986,10.0032,12.5531,15.6913,20.2026,23.1643,29.3722,34.7563,41.8566,50.7026,58.4698,62.8438,72.9941,80.9183,88.5972,96.9529,103.2098,110.6043,115.0371,122.0198,128.8749,136.8677,151.7352,156.7859,162.6505,166.0732,171.114,177.42,184.7753,186.5504,193.0525,198.162,204.6052,209.6657,215.5794,219.2178,223.5721,229.4074,234.0363,235.6349,238.5279,240.3226,245.6185,248.6194,247.0405,247.9427,250.3161,252.0617,256.7691,261.9963,267.4196,268.773,270.4892,271.4503,273.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catar,0.0347,0.1041,0.1041,0.243,0.2777,0.2777,0.2777,0.2777,0.5206,0.6248,0.833,9.0939,9.0939,11.1071,11.6971,13.9185,15.2375,15.2375,15.6887,15.9664,16.3135,16.6953,17.1465,17.3895,18.2572,18.639,19.0555,19.5068,20.4786,22.0058,24.0537,27.1081,28.9825,32.9393,37.3127,45.9901,55.6741,63.5879,71.3975,76.7081,82.4698,87.1903,94.6876,103.3997,112.1465,118.9843,128.8071,142.4132,161.8505,173.8253,189.0975,208.7778,226.7574,247.8608,269.4848,295.8988,324.8118,357.057,390.274,413.7723,436.0906,465.4201,489.2656,516.2002,539.7679,561.982,594.9908,623.7997,655.6631,701.1672,740.389,781.6587,819.9433,872.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roménia,0.0052,0.0052,0.0156,0.0156,0.0156,0.0156,0.0156,0.0208,0.0312,0.0468,0.0468,0.078,0.078,0.13,0.2339,0.2547,0.4626,0.6394,0.681,0.8213,0.9565,1.3515,1.4399,1.601,1.9077,2.2508,2.9941,4.1273,4.7095,5.3489,6.716,7.5477,9.4346,10.9629,11.6698,12.7874,14.2325,16.5456,18.7808,20.0856,21.0888,22.9601,24.7483,27.0407,28.4182,31.1368,32.7482,34.4792,35.7579,37.5097,40.062,41.9333,43.7579,45.4628,46.4505,48.0411,50.4738,52.4803,54.1489,55.2821,57.3666,58.9416,60.3815,62.2632,63.6251,65.3249,66.1826,68.423,70.2371,71.9265,73.33,75.3677,76.9895,78.6529,79.8537,81.0284,82.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rússia,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0021,0.0021,0.0021,0.0027,0.0089,0.0089,0.0116,0.0116,0.0137,0.0137,0.0192,0.0308,0.0404,0.0432,0.0617,0.0781,0.1007,0.1364,0.1734,0.2097,0.2515,0.3001,0.3392,0.4509,0.5756,0.7099,0.8661,1.0512,1.2581,1.6014,1.9029,2.4312,2.8431,3.2419,3.6928,4.3465,5.1372,5.9424,6.9422,8.166,9.3083,10.8062,12.5591,14.4599,16.7815,19.1442,21.9331,25.212,29.3646,32.2892,36.1553,39.7432,43.0145,47.0225,51.1106,55.4694,59.7165,64.1096,68.1121,72.9766,78.4126,85.0067,92.2928,99.5433,106.4656,113.701,121.397,128.7283,136.1406,143.6864,151.6736,159.142,,,,,,,,,
Ruanda,0.0077,0.0077,0.0386,0.054,0.0618,0.0618,0.1313,0.1313,0.1467,0.2779,0.3088,0.3165,0.386,0.4169,0.4632,0.5404,0.5404,0.5791,0.6331,0.6485,0.6871,0.7875,0.803,0.8107,0.8107,0.8493,0.8493,0.911,0.9265,0.9728,0.9805,1.0346,1.05,1.0655,1.1041,1.1118,1.1349,1.1349,1.1581,1.1813,1.189,1.3588,1.4129,1.4747,1.5982,1.6368,1.7372,1.8761,1.9225,1.9688,1.9997,2.0151,2.0151,2.0691,2.0923,2.1077,2.1618,2.1927,2.2004,2.2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São Cristóvão e Névis,3.7595,3.7595,3.7595,3.7595,3.7595,13.1581,15.0379,15.0379,16.9176,16.9176,16.9176,18.7973,18.7973,20.6771,20.6771,20.6771,22.5568,22.5568,22.5568,22.5568,26.3163,26.3163,26.3163,26.3163,26.3163,26.3163,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Lúcia,0.5446,1.0892,1.0892,1.0892,1.0892,1.0892,1.0892,1.0892,1.0892,1.6337,1.6337,1.6337,1.6337,1.6337,1.6337,4.9012,4.9012,7.0796,7.0796,7.0796,7.0796,7.6242,7.6242,7.6242,7.6242,7.6242,7.6242,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,8.1687,9.2579,9.2579,9.2579,9.2579,9.8025,9.8025,9.8025,9.8025,9.8025,9.8025,9.8025,9.8025,9.8025,9.8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São Vicente e Granadinas,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,9.0139,18.0278,27.0416,63.0972,63.0972,63.0972,72.1111,72.1111,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,108.1666,117.1805,117.1805,126.1943,126.1943,126.1943,135.2082,135.2082,144.2221,144.2221,144.2221,144.2221,144.2221,153.236,153.236,153.236,153.236,153.236,153.236,153.236,153.236,153.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,2.9472,2.9472,2.9472,2.9472,23.5773,29.4716,47.1545,61.8903,61.8903,67.7846,106.0977,106.0977,150.305,182.7238,203.3539,235.7726,235.7726,297.6629,321.2402,321.2402,350.7117,350.7117,424.3907,424.3907,515.7526,551.1184,551.1184,613.0088,613.0088,657.2161,660.1633,660.1633,677.8462,695.5292,695.5292,722.0536,722.0536,763.3138,783.9439,783.9439,822.2569,822.2569,981.4034,1013.8222,1049.1881,1049.1881,1049.1881,1093.3954,1096.3426,1255.4891,1282.0135,1340.9566,1358.6396,1361.5867,1402.847,1438.2128,1476.5259,1511.8918,1511.8918,1585.5707,1585.5707,1629.7781,1659.2497,1676.9326,1709.3513,1709.3513,1715.2456,1715.2456,1735.8757,1791.8717,1833.1319,1836.0791,1877.3393,1850.8149,1850.8149,1880.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé e Príncipe,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,1.8252,3.6503,3.6503,6.3881,7.3006,7.3006,7.3006,10.4947,79.3944,79.3944,85.3262,94.9083,94.9083,94.9083,94.9083,94.9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arábia Saudita,0.0029,0.0029,0.0029,0.0144,0.0144,0.0144,0.0316,0.0431,0.0574,0.0603,0.1293,0.247,0.2959,0.2959,0.3389,0.4912,0.4912,0.787,0.9881,1.126,1.4678,1.6143,2.2031,2.5852,2.9069,3.1711,3.4555,3.7313,4.1736,4.4896,4.9406,5.4145,5.8569,6.259,6.8995,7.4826,8.0284,8.4219,9.4416,10.4872,11.5845,12.8167,14.1725,15.422,16.8381,18.326,20.5148,23.7664,26.8916,30.1144,33.4091,36.6865,40.0128,43.3793,46.8175,50.3305,54.0331,57.6695,61.4755,65.3561,69.2167,73.1289,77.5869,82.312,86.8935,91.7393,96.8895,101.7755,106.6701,112.1622,117.8094,123.2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,0.006,0.0119,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0597,0.0597,0.1433,0.1433,0.1553,0.1851,0.1851,0.2269,0.2807,0.4001,0.4718,0.5136,0.5913,0.6271,0.7107,0.7764,0.8481,0.9675,1.0452,1.1347,1.1646,1.2363,1.3079,1.3259,1.3497,1.4154,1.4572,1.4931,1.5827,1.6603,1.6722,1.7379,1.7857,1.8753,2.0007,2.0425,2.0903,2.1918,2.2516,2.4606,2.6398,2.8607,3.2549,3.667,4.0074,4.3956,4.9152,5.2676,5.5722,6.1157,6.6591,7.0593,7.5908,7.9372,8.5583,8.9107,9.2631,9.7588,10.2067,11.2638,11.9148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sérvia,0.0114,0.0114,0.0114,0.0114,0.0572,0.1373,0.2175,0.4006,0.5265,0.5494,0.6295,0.7439,0.9499,1.1788,1.5451,1.9571,2.5408,2.8498,3.4679,4.3949,4.3949,5.2304,7.5423,8.4808,8.9844,10.3006,12.1318,13.4022,16.893,18.5868,21.8372,25.1792,28.0061,30.5126,32.8131,35.537,38.6844,41.5457,46.3984,51.1023,55.7719,60.865,65.1226,68.6019,72.3101,75.8809,78.8567,81.7637,83.2745,85.6436,89.0314,92.0414,94.7081,97.2489,99.847,103.1088,103.1088,107.1489,108.3163,109.3807,110.7541,112.0589,112.7112,113.7985,114.8171,114.8171,116.4652,117.2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2.0336,2.0336,3.0504,4.0672,4.0672,6.1008,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,8.1345,8.1345,8.1345,10.1681,10.1681,10.1681,10.1681,10.1681,10.1681,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serra Leoa,0.0125,0.0251,0.0251,0.0251,0.0501,0.0752,0.0752,0.0752,0.0878,0.0878,0.1003,0.1003,0.1254,0.1254,0.1379,0.163,0.188,0.3259,0.3761,0.4388,0.5391,0.6268,0.7647,0.8023,1.028,1.028,1.1659,1.1659,1.3038,1.3038,1.5545,1.7049,1.9431,2.081,2.2314,2.4947,2.8206,2.8958,3.2218,3.648,3.8486,4.2372,4.2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapura,0.0171,0.0513,0.0513,0.0684,0.0855,0.1197,0.1197,0.1709,0.2222,0.2735,0.3077,0.3077,0.4102,0.4786,0.4786,0.5128,0.5641,0.6837,0.7692,0.8034,0.8547,0.9914,1.1452,1.2307,1.282,1.3162,1.3845,1.4358,1.4358,1.4529,1.4529,1.5213,1.5213,1.5555,1.5897,1.5897,1.5897,1.7435,1.8119,1.846,1.8802,1.8802,1.9999,2.2221,2.3588,2.564,2.564,2.7349,3.0426,3.0426,3.4186,3.6237,3.863,4.1536,4.5467,5.3501,5.8971,6.5808,7.3842,7.7773,8.7003,9.5379,10.7857,11.6745,12.5121,13.7086,14.4265,15.0248,15.8281,17.093,17.9306,19.0416,20.3236,22.3748,23.5029,25.3148,27.742,32.6477,36.0321,39.2968,43.2795,49.8774,55.5865,63.2271,75.6708,86.3197,102.4214,112.6088,136.9834,155.9738,173.3403,191.0658,206.3982,216.9617,232.8753,246.5326,255.5577,267.3519,276.377,292.3077,299.9483,311.1784,320.9727,331.7755,345.2448,357.9107,371.0381,383.9092,398.8827,407.1899,421.7018,
Eslováquia,0.0183,0.0183,0.0549,0.0549,0.1282,0.1832,0.2931,0.5861,0.8059,0.9891,1.1539,1.3188,1.9232,2.2529,2.5093,3.2603,3.3885,3.4068,3.7365,3.9563,4.1395,4.9271,5.3483,5.7513,6.1542,6.6488,7.3265,7.8027,8.2423,8.6269,8.8834,9.7809,10.6417,12.4917,12.8397,13.0961,13.3342,13.5906,14.0852,15.294,15.8069,17.8949,19.2137,19.9464,21.2651,21.4849,21.9611,22.7854,24.269,24.9101,25.1482,25.2581,25.2947,25.3496,25.4779,25.5694,25.6977,25.7709,25.7892,25.8808,26.0273,26.1739,26.4669,26.6501,26.6501,26.6867,26.6867,26.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eslovénia,0.0962,0.3367,0.3367,0.7696,0.7696,1.4911,2.7418,4.281,6.7823,8.7064,10.5342,12.1697,13.2279,13.2279,13.757,16.4026,18.4229,19.914,21.2609,23.0887,25.3976,27.033,30.4001,32.9014,35.1141,36.3647,38.5774,40.4533,43.147,44.9268,46.9951,47.9572,49.1116,50.9395,52.4787,54.0661,55.7977,57.1446,57.9623,58.299,58.6838,60.0307,60.9927,62.7243,63.3497,63.975,64.2155,64.6484,65.0813,65.7066,66.0433,66.7649,67.1497,67.4383,67.7269,68.2079,68.737,68.9775,69.218,69.218,69.218,69.5066,69.6509,69.699,69.7471,69.9396,70.0839,70.2282,70.2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somália,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0126,0.0189,0.0189,0.0189,0.0189,0.0315,0.0315,0.0315,0.044,0.044,0.044,0.044,0.0503,0.0755,0.0755,0.1321,0.1321,0.1573,0.3775,0.3775,0.5034,0.5034,0.7299,0.8494,1.0319,1.4912,1.7995,1.7995,2.0638,2.0638,2.4539,2.7433,3.0202,3.3222,3.6619,3.7815,3.7815,4.2219,4.5428,4.7567,5.2538,5.4929,5.839,5.839,6.2731,6.6318,6.852,7.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África do Sul,0.0017,0.0017,0.0017,0.0051,0.0051,0.0118,0.0219,0.0287,0.0405,0.0641,0.086,0.1045,0.1045,0.1956,0.2529,0.3406,0.4047,0.462,0.6778,0.9341,1.1954,1.563,1.9727,2.0014,2.1582,2.2358,2.2813,2.3268,2.4651,2.5376,2.6725,2.7905,2.8428,2.949,3.1108,3.2609,3.3772,3.4194,3.6639,3.8308,4.0719,4.2254,4.3923,4.6924,5.1156,5.3247,5.5641,5.8423,6.129,6.6651,7.1153,7.3531,7.665,8.0814,8.4237,9.0206,9.5214,10.0339,10.6831,11.4368,12.1736,12.7671,13.165,13.8799,14.9978,15.883,16.8862,17.9603,19.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudão do Sul,0.0089,0.0089,0.0179,0.0179,0.0268,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0447,0.0447,0.0447,0.0536,0.0536,0.3037,0.3037,0.3127,0.402,0.402,0.4109,0.4109,0.4645,0.5181,0.6611,1.072,1.072,1.072,1.3936,1.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espanha,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0128,0.0278,0.0321,0.0684,0.0962,0.1797,0.2567,0.3529,0.4748,0.554,0.8555,1.0694,1.4394,2.295,3.6253,4.8701,4.8701,11.1903,13.6692,16.6785,21.2641,25.1268,29.751,38.4196,43.6533,54.2704,61.5295,75.1495,85.3068,105.9036,123.5938,140.561,156.6364,171.3408,188.1219,205.1619,222.6895,239.6867,254.9451,269.8505,281.5669,292.3231,303.5882,317.0157,327.7141,338.5173,348.6852,356.8213,363.8109,369.0339,379.9483,395.5703,408.17,410.0672,424.9277,428.2129,436.6998,445.7063,455.6197,434.1588,440.3935,444.0915,448.0077,450.8053,455.3909,456.4988,460.308,463.2297,465.1204,466.286,469.105,471.2353,473.635,476.6508,478.1928,479.844,486.4444,487.7149,,,,,,,,,,
Sri Lanka,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0093,0.0093,0.028,0.0467,0.0841,0.1308,0.2055,0.2382,0.2802,0.3409,0.3596,0.3829,0.453,0.4763,0.4763,0.495,0.495,0.5277,0.5464,0.5697,0.6678,0.6818,0.7052,0.7425,0.7752,0.8219,0.8313,0.864,0.8826,0.8873,0.8873,0.9247,0.9807,1.0134,1.0881,1.1115,1.1115,1.1395,1.1862,1.2656,1.4197,1.4477,1.5411,1.7186,1.9614,2.1482,2.4424,2.746,2.8907,3.0308,3.0962,3.2223,3.2924,3.3531,3.5072,3.6006,3.722,3.8481,3.8995,3.9555,4.0302,4.0582,4.1516,,,,,
Sudão,0.0023,0.0023,0.0023,0.0023,0.0023,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0068,0.0068,0.0068,0.0068,0.0114,0.0137,0.0137,0.016,0.016,0.0182,0.0228,0.0228,0.0274,0.0274,0.0319,0.0319,0.0342,0.0388,0.0433,0.0433,0.0661,0.073,0.073,0.073,0.0753,0.1505,0.1505,0.244,0.244,0.3193,0.3968,0.3968,0.4858,0.5405,0.6271,0.7252,0.8552,1.008,1.2155,1.3501,1.3501,1.5462,1.7743,1.943,2.1209,2.5337,2.6545,3.1129,3.4801,3.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.6819,0.6819,0.8523,0.8523,1.1933,1.3637,1.3637,1.3637,1.3637,1.3637,1.3637,1.5342,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suécia,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0693,0.0693,0.1188,0.1386,0.1485,0.2079,0.3466,0.9308,1.0001,1.5942,2.01,2.4556,3.5151,4.9509,5.9311,8.06,9.5155,10.1195,10.9216,11.783,12.6643,14.2486,16.2289,17.4567,19.1499,20.2589,22.6353,25.0117,28.1209,30.3884,34.1312,36.6363,39.8841,43.9141,48.9838,55.1327,60.7074,63.7967,67.6287,71.3517,76.1739,83.3625,90.5115,95.8981,100.5123,103.7996,108.4039,113.3251,118.0977,124.1675,130.861,136.8614,142.4361,146.3176,151.714,158.467,165.9032,173.9434,179.9834,184.5679,187.3998,194.2815,201.0245,208.8469,213.0848,218.6496,220.9765,224.9768,229.8781,236.8291,243.8098,250.1667,256.6622,260.6328,264.0786,270.0395,,,,,,,,,
Suíça,0.0116,0.0116,0.0924,0.0924,0.208,0.312,0.4853,0.6471,1.0399,1.3172,2.4727,3.0966,3.8939,4.3214,5.6733,7.5335,7.5335,13.1606,15.7026,25.4199,25.4199,31.1972,34.9871,47.0847,61.1696,75.971,86.3585,101.622,114.124,125.9096,136.4704,149.3768,162.6414,171.342,183.9711,191.8628,205.3007,217.5369,226.5379,236.9254,243.8004,250.2362,257.1227,268.9892,277.8978,283.675,290.0993,293.6581,296.8125,299.678,304.2998,308.8754,312.8733,316.6401,320.5224,322.8795,324.2545,326.6232,329.2576,331.349,333.8563,335.7859,336.976,338.1315,339.7838,341.852,343.227,344.5211,345.5379,346.4161,346.7396,347.3289,348.0915,349.0274,349.5358,350.1597,350.6103,351.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Síria,0.0057,0.0057,0.0057,0.0286,0.0286,0.0286,0.0286,0.0514,0.0571,0.0571,0.0571,0.0914,0.0914,0.0914,0.1086,0.1086,0.1086,0.1086,0.1086,0.1086,0.1429,0.1429,0.1429,0.1657,0.1886,0.1886,0.2171,0.2171,0.2228,0.2228,0.24,0.24,0.24,0.24,0.24,0.2457,0.2457,0.2457,0.2457,0.2457,0.2514,0.2514,0.2514,0.2514,0.2514,0.2571,0.2571,0.2686,0.2686,0.2686,0.2686,0.2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,0.0042,0.0042,0.0126,0.0126,0.0168,0.021,0.0336,0.0336,0.0378,0.042,0.042,0.042,0.042,0.0462,0.0462,0.0672,0.0672,0.0714,0.0756,0.0756,0.0756,0.0756,0.0756,0.0756,0.0756,0.084,0.0924,0.0924,0.0966,0.1008,0.1092,0.1092,0.1176,0.126,0.1302,0.1344,0.1344,0.1428,0.1638,0.1679,0.1721,0.1763,0.1763,0.1847,0.1889,0.1889,0.1889,0.1889,0.1973,0.2015,0.2057,0.2099,0.2225,0.2477,0.2813,0.3233,0.4199,0.4535,0.5668,0.6424,0.7096,0.8188,0.9027,0.9867,1.0581,1.1211,1.1882,1.2512,1.2848,1.352,1.3814,1.4234,1.4612,1.4905,1.5241,1.5661,1.5787,1.5913,1.5955,1.6039,1.6165,1.6291,1.6501,1.6501,1.6585,1.6585,1.6585,1.6711,1.7635,1.7719,1.7845,1.7887,1.7929,1.7971,1.8013,1.8013,1.8013,1.8013,1.8013,1.8013,1.8013,1.8138,1.8306,1.839,1.839,1.8432,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474
Tajiquistão,0.1573,0.1573,0.7968,1.3421,2.4115,3.072,3.9737,4.8335,5.473,6.4167,6.4167,6.9304,7.6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzânia,0.0017,0.0017,0.005,0.01,0.01,0.01,0.0201,0.0201,0.0201,0.0201,0.0218,0.0218,0.0234,0.0234,0.0318,0.0318,0.0335,0.0335,0.0335,0.0335,0.0368,0.0402,0.0402,0.0419,0.0419,0.0536,0.0536,0.0536,0.082,0.0887,0.1473,0.1574,0.2461,0.2461,0.2846,0.4252,0.4252,0.4754,0.4754,0.5006,0.5006,0.5006,0.5006,0.5006,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8521,0.8521,0.8521,0.8521,0.8521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tailândia,0.0029,0.0043,0.0072,0.01,0.0115,0.0115,0.0201,0.0201,0.0201,0.0272,0.0272,0.0272,0.0272,0.0358,0.0358,0.0358,0.0358,0.0458,0.0458,0.0458,0.0473,0.0473,0.0473,0.0473,0.0473,0.0487,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.053,0.0573,0.0573,0.0587,0.0602,0.0602,0.0616,0.0616,0.0616,0.0673,0.0688,0.0716,0.0716,0.0716,0.0759,0.0845,0.1003,0.1074,0.1175,0.1633,0.2106,0.2536,0.3037,0.3897,0.4613,0.5888,0.8582,1.033,1.1848,1.3381,1.4971,1.6275,1.7837,1.9885,2.1834,2.3653,2.5373,2.6862,2.8338,2.9613,3.1075,3.1805,3.235,3.394,3.4713,3.543,3.6075,3.6547,3.6948,3.7436,3.7865,3.8281,3.8682,3.9155,3.9613,4.0,4.0272,4.0487,4.0673,4.1648,4.1648,4.1862,4.1991,4.2092,4.2221,4.2321,4.2407,4.2493,4.2536,4.2794,4.2808,4.2822,4.2865,4.298,4.3037,4.3109,4.3195,4.3224
