País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20,19/04/20,20/04/20,21/04/20,22/04/20,23/04/20,24/04/20,25/04/20,26/04/20,27/04/20,28/04/20,29/04/20,30/04/20,01/05/20,02/05/20,03/05/20,04/05/20,05/05/20,06/05/20,07/05/20,08/05/20,09/05/20,10/05/20,11/05/20,12/05/20,13/05/20,14/05/20,15/05/20,16/05/20,17/05/20,18/05/20,19/05/20,20/05/20,21/05/20,22/05/20,23/05/20,24/05/20,25/05/20,26/05/20,27/05/20,28/05/20,29/05/20,30/05/20,31/05/20,01/06/20,02/06/20,03/06/20,04/06/20,05/06/20,06/06/20,07/06/20,08/06/20,09/06/20,10/06/20,11/06/20,12/06/20,13/06/20,14/06/20,15/06/20,16/06/20,17/06/20,18/06/20,19/06/20,20/06/20,21/06/20,22/06/20,23/06/20,24/06/20,25/06/20,26/06/20,27/06/20,28/06/20,29/06/20,30/06/20,01/07/20,02/07/20,03/07/20,04/07/20,05/07/20,06/07/20,07/07/20,08/07/20,09/07/20,10/07/20,11/07/20,12/07/20,13/07/20,14/07/20,15/07/20
Azerbaijão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.0296,0.0296,0.0296,0.0592,0.0592,0.0888,0.0888,0.0888,0.1085,0.1085,0.1085,0.1479,0.1479,0.2268,0.2762,0.2762,0.2762,0.434,0.434,0.5227,0.6411,0.7101,0.8581,0.9172,1.2033,1.6274,1.795,2.0613,2.6925,2.9391,3.5407,3.9451,4.3692,5.1385,5.7598,6.322,7.0716,8.1072,9.1329,9.774,10.4348,10.8293,11.3224,11.8057,12.358,12.6539,13.2161,13.5415,13.7881,14.1629,14.5968,14.9716,15.2675,15.7015,15.948,16.2242,16.5497,16.9343,17.4176,17.7924,18.2855,18.68,19.0548,19.5677,20.3172,20.978,21.7375,22.4772,23.8875,24.8442,25.5346,26.5603,27.2014,28.3948,29.3909,30.9493,32.2906,33.4051,34.6971,35.8116,36.9754,38.0208,39.2734,40.6542,42.1237,43.4256,45.053,46.9367,49.2052,51.7399,54.1859,55.8428,58.5353,61.7407,64.3247,67.6584,71.3963,74.4932,77.6789,80.7856,84.1291,87.6008,90.9147,94.3864,98.2032,101.8229,105.1565,108.4013,111.7349,116.0548,120.7001,125.5427,130.2571,135.2674,141.0864,146.4813,151.5804,156.7188,161.9855,167.3509,172.8345,178.6338,184.2753,190.0253,195.292,200.4502,205.5098,210.8061,216.1517,221.5564,226.7442,231.9814,237.11,242.3274,247.6828,253.1961
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543,0.2543,0.2543,0.7629,0.7629,1.0172,1.0172,1.0172,1.2715,1.2715,2.2887,2.543,2.543,2.7972,3.5601,3.5601,5.3402,6.1031,6.1031,7.1203,7.1203,7.3746,8.3917,10.1718,10.4261,10.6804,11.6976,11.6976,11.9519,12.4605,12.4605,13.4776,13.7319,13.9862,13.9862,15.2577,16.5292,16.5292,18.3092,18.5635,19.835,20.3436,20.3436,20.3436,20.3436,20.5979,20.5979,21.1065,21.1065,21.1065,22.6323,23.3951,23.3951,23.3951,23.3951,23.3951,23.6494,23.6494,23.9037,24.4123,24.4123,24.4123,24.4123,24.4123,24.4123,24.6666,24.6666,24.6666,25.4295,25.4295,25.4295,25.4295,25.4295,25.6838,25.9381,25.9381,25.9381,25.9381,25.9381,25.9381,25.9381,25.9381,26.1924,26.1924,26.1924,26.1924,26.1924,26.1924,26.1924,26.1924,26.1924,26.1924,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.4467,26.9553,27.2096,27.4639,28.2267,28.2267,28.7353,29.4982,30.2611
Bahrein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,1.3517,1.9394,1.9394,2.1157,2.4095,2.7621,2.8797,2.8797,3.056,3.2323,3.5261,4.9954,4.9954,5.5831,6.4646,11.46,11.46,11.46,12.3415,12.5766,12.5766,13.3994,15.0449,16.3378,16.7492,17.9246,19.6289,22.1559,23.0375,24.6242,26.9162,27.3864,27.9741,29.3258,30.2661,33.3221,33.4396,37.7885,39.4928,40.4331,41.1384,44.4294,47.6617,48.367,52.1282,54.3614,61.1198,66.7617,79.9847,89.7992,98.2031,99.9074,102.2582,104.1976,110.5446,112.0726,115.9514,119.1249,130.2911,147.9805,152.0944,155.5618,160.0282,165.1999,171.6645,178.658,186.298,192.9977,198.8158,207.6312,218.621,231.1976,246.7714,261.1698,280.5636,290.378,307.7149,325.0518,341.801,364.2508,386.8769,396.515,408.7977,422.1971,442.6487,463.5705,480.3785,494.4831,517.2855,537.0319,538.9712,550.4312,569.5899,590.7468,614.0781,634.2947,669.85,697.6478,723.5062,753.1258,781.3937,813.0702,845.2757,867.608,906.0429,924.4964,952.0591,979.5043,1014.8833,1040.9767,1071.1841,1117.3765,1149.1119,1173.0896,1200.6523,1229.2141,1253.6033,1279.0503,1316.8388,1355.3326,1385.1873,1415.2183,1457.7671,1484.9184,1510.6592,1542.0419,1572.5431,1611.0956,1635.9549,1669.6296,1695.8994,1725.8716,1752.5528,1781.9373,1817.7865,1852.8716,1882.9026,1908.2321,1935.9123,1967.3538,2002.7328,2031.0595
Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.003,0.0049,0.0061,0.0085,0.0103,0.0121,0.0152,0.0164,0.02,0.0237,0.0237,0.0267,0.0291,0.0291,0.0291,0.0298,0.031,0.0328,0.034,0.037,0.0425,0.0534,0.0747,0.0996,0.1324,0.2004,0.2575,0.2927,0.3771,0.4876,0.6145,0.7475,0.9545,1.116,1.3018,1.4913,1.79,2.0536,2.2904,2.5418,2.8472,3.0348,3.2886,3.5904,3.9238,4.313,4.6554,5.0021,5.3373,5.7411,6.1589,6.6361,7.1158,7.5445,7.975,8.3612,8.8998,9.5276,10.116,10.8216,11.4537,12.1835,12.7482,13.5212,14.494,15.2536,16.2354,17.312,18.3406,19.4779,20.4081,21.6073,22.3153,23.251,24.4831,26.015,27.0861,28.6315,30.0772,31.8448,33.4812,34.9525,36.6696,38.2696,39.9352,41.5959,43.5213,45.4583,47.3935,49.5011,51.2352,53.1425,55.0242,57.3692,59.8029,62.1121,64.0812,66.0486,68.1926,70.3057,72.3775,74.4796,76.8756,79.2243,81.3519,83.6648,86.1021,88.3378,90.63,93.0704,94.9612,96.9577,98.6202,100.5639,102.4019,104.5204,106.5606,108.3512,109.9822,111.601,113.4827,115.4033,117.5486
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.696,1.7399,1.7399,2.0879,4.8717,5.9156,6.2636,6.2636,6.2636,8.3515,9.0474,11.4833,11.4833,11.8312,11.8312,16.007,17.7468,18.0948,19.4867,20.8786,21.9226,21.9226,22.9665,23.3145,23.6625,24.7064,25.0544,25.0544,25.4023,26.0983,26.0983,26.0983,26.0983,26.0983,26.0983,26.0983,26.4463,26.7943,27.4902,27.4902,27.8382,27.8382,27.8382,28.1862,28.1862,28.1862,28.5341,28.5341,28.5341,28.5341,28.5341,28.8821,29.2301,29.2301,29.2301,29.5781,29.5781,29.5781,29.5781,29.9261,30.622,30.622,31.318,31.318,31.318,31.318,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,32.0139,33.4058,33.4058,33.4058,33.4058,33.4058,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,33.7538,34.1018,34.1018,34.1018,34.1018,34.1018,34.1018,35.8417,35.8417,35.8417,35.8417,36.1896
Bielorrússia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0106,0.0106,0.0106,0.0106,0.0635,0.0635,0.0635,0.0635,0.0635,0.0635,0.0952,0.0952,0.127,0.2857,0.2857,0.2857,0.381,0.381,0.5397,0.5397,0.7302,0.8043,0.8043,0.8572,0.8572,0.9101,0.9101,0.9948,0.9948,0.9948,1.6086,1.6086,1.725,3.2172,3.7146,4.6564,5.9475,7.4079,9.1118,11.2812,15.726,20.9645,23.5572,27.2824,30.8911,34.7221,39.4526,44.49,50.5751,56.0569,61.4541,66.2905,71.148,77.0531,84.895,92.8426,101.4888,110.7275,119.4689,129.1944,139.4915,148.4445,157.8632,167.5041,176.7852,185.082,194.1938,203.7712,213.4333,223.307,233.3712,243.1179,252.9917,263.2252,273.3,283.3219,293.4602,303.5244,313.7791,323.5364,333.4419,343.1569,353.1576,363.0207,372.9791,383.0751,393.0864,402.7696,412.2623,421.808,431.396,440.857,450.3603,459.3239,468.3404,477.4522,486.6063,495.9932,505.3378,514.64,523.3497,531.9429,540.4197,548.3567,555.807,563.4372,571.1838,578.6658,585.9573,592.9737,599.5879,606.7419,613.1233,619.1449,624.6268,629.5372,634.3841,639.0087,642.5116,646.5543,650.5757,653.9093,657.3804,660.6188,663.5184,666.6827,669.5718,672.5773,675.223,677.3289,679.6677,681.6467,683.6892,685.4142,687.1603,689.0864,690.7267,692.5681
Bélgica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0173,0.069,0.1122,0.1985,0.4314,0.9405,1.4582,1.7257,2.0622,2.3038,2.7093,2.7093,4.8233,5.945,7.6448,9.1289,10.7251,12.8218,15.488,19.4743,24.289,29.3452,32.2961,36.8347,42.5985,53.7981,62.8493,78.8119,93.4974,102.6694,110.2279,120.4871,132.4288,144.6984,159.0302,169.902,179.5917,191.4989,201.9306,215.5635,230.0938,241.7507,255.8064,263.9344,268.5074,289.6816,300.3463,311.8134,320.8301,332.1592,344.9897,353.3851,361.4354,369.27,382.1781,391.0826,398.063,402.8345,408.4171,412.947,418.6417,423.0681,427.2529,430.6093,433.7242,435.8123,438.1592,443.6728,448.7721,453.8198,458.0045,461.1798,464.0272,465.7701,468.419,471.4907,474.4675,476.9784,479.3857,481.3875,483.0442,485.2185,487.6,490.1799,492.6131,494.7702,495.7452,496.9273,499.1448,500.974,502.0526,503.7351,504.9086,505.7542,506.3581,507.0657,508.2737,509.6973,511.0261,512.0788,512.8467,513.9857,515.2109,516.1428,516.997,517.9547,518.5673,519.0419,519.8098,520.7072,521.8116,522.4501,522.4501,522.4501,524.6935,525.4528,526.3933,527.2475,528.1362,528.8783,529.4478,530.0172,530.7248,531.4927,532.6058,533.5635,535.0994,535.4618,535.4618,536.0226,536.7733,538.0417,539.008,541.0616,541.0616,541.7001,542.4853
Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2515,0.2515,0.503,0.503,0.503,0.503,0.503,0.7545,0.7545,0.7545,0.7545,1.006,1.006,1.2575,1.7604,1.7604,2.0119,2.2634,2.5149,3.2694,3.5209,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.5268,4.7783,4.7783,4.7783,4.7783,5.0298,5.0298,5.0298,5.0298,5.0298,5.0298,5.2813,5.5328,5.5328,5.5328,5.5328,5.5328,5.5328,5.7843,5.7843,5.7843,5.7843,6.0358,6.0358,6.0358,6.0358,6.0358,7.0418,7.0418,7.5447,7.5447,7.5447,7.5447,7.5447,7.5447,7.5447,9.3052,9.3052,9.3052,9.3052,9.8082,9.8082
Benim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0082,0.0165,0.0165,0.0165,0.0165,0.0165,0.0412,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0742,0.1072,0.1072,0.132,0.132,0.1815,0.2145,0.2145,0.2145,0.2145,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.4454,0.4454,0.4454,0.4454,0.4454,0.4454,0.5279,0.5279,0.5279,0.5279,0.5279,0.7424,0.7424,0.7424,0.7919,0.7919,0.7919,1.1548,1.9962,2.3426,2.6313,2.6313,2.6973,2.6973,2.7963,2.7963,2.7963,2.7963,2.7963,1.0723,1.0723,1.1136,1.1136,1.1136,1.5755,1.5755,1.7157,1.7322,1.7322,1.8477,1.8477,1.9137,2.0044,2.0127,2.0127,2.1529,2.1529,2.1529,2.1529,2.3756,2.5158,2.5158,2.5158,3.2005,3.3984,3.6459,3.9841,4.3883,4.7182,4.9244,5.3616,5.3616,6.3102,6.6567,7.0114,7.4403,8.3889,8.6858,9.2715,9.4777,9.7911,9.8901,9.8901,9.8901,9.8901,9.8901,9.8901,9.8901,9.8901,9.8901,10.5995,10.5995,11.3666,11.3666,11.3666,11.3666,11.3666
Butão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.3888,0.3888,0.5184,0.5184,0.5184,0.5184,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.7776,0.7776,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,0.9072,1.1664,1.4256,1.944,2.592,2.7216,2.7216,2.7216,2.7216,2.7216,2.7216,2.7216,2.7216,3.1104,3.1104,3.4992,3.4992,3.6288,4.0176,4.0176,4.2768,5.5728,5.5728,6.0912,6.0912,6.0912,6.2208,6.2208,7.6464,7.6464,7.6464,7.6464,8.0352,8.0352,8.5536,8.5536,8.6832,8.6832,8.6832,8.6832,8.8128,8.8128,8.8128,8.8128,9.072,9.072,9.072,9.072,9.72,9.8496,9.9792,9.9792,9.9792,9.9792,9.9792,10.1088,10.368,10.368,10.368,10.368,10.368,10.368,10.6272,10.8864,10.8864,10.8864,10.8864
Bolívia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0171,0.0257,0.0857,0.0857,0.0942,0.0942,0.1028,0.1028,0.1285,0.1628,0.2056,0.2313,0.2484,0.2741,0.3684,0.5226,0.6339,0.6939,0.831,0.9166,0.9852,1.0537,1.1308,1.1908,1.345,1.5677,1.662,1.799,2.2616,2.2959,2.3559,2.57,2.827,3.0326,3.401,3.7779,3.9835,4.2234,4.4547,4.8317,5.1229,5.2172,6.0224,6.9134,7.4188,8.1384,8.6867,9.0208,9.5091,9.9974,10.5286,12.5931,13.6554,14.4007,15.4373,16.1569,17.8274,19.4123,20.8772,21.8966,24.2525,25.3919,26.9682,28.8871,30.6433,32.7764,35.0209,36.5201,38.3877,42.1399,44.4358,47.794,50.6724,53.6536,57.0546,61.1324,66.5466,71.8494,74.7964,82.1724,85.5134,90.2166,94.1573,99.7,104.9,109.0378,114.4348,116.8763,119.4978,125.4517,130.9087,138.4817,145.0267,152.8482,158.1339,163.3939,170.3329,177.2035,184.1768,192.5466,201.4217,208.9262,218.3925,226.0683,235.4746,244.1784,252.0599,262.794,270.0586,275.2072,284.5793,293.2146,304.3599,315.4111,326.1452,336.6481,347.031,355.9062,368.2337,377.9056,390.3445,404.3512,412.8066,421.9131,435.7655,447.3392
Bósnia e Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.061,0.0914,0.0914,0.0914,0.1524,0.2134,0.3353,0.3962,0.5486,0.7315,0.762,0.7925,1.1582,1.9203,2.7127,2.8347,3.8405,4.1453,5.0597,5.3645,5.8217,7.2238,7.8639,9.8451,11.2167,12.8017,13.9904,16.2459,17.648,19.0196,19.934,20.5437,23.2869,24.5061,26.152,27.4627,28.8343,30.7545,31.608,33.0101,33.833,35.5704,37.003,38.6489,39.167,39.8986,40.9044,41.6969,43.0685,43.3124,45.2936,46.208,47.7015,48.3111,51.1153,53.5537,54.2852,56.0531,56.6017,58.7049,59.3145,60.5641,61.7834,63.094,63.7036,64.5266,65.2581,65.7763,66.4773,67.6051,68.1537,69.0986,69.7996,70.2264,70.7445,71.2627,71.6285,72.299,72.8781,73.1829,73.3353,73.6401,74.2193,75.0422,75.7433,76.0176,76.5053,76.932,77.2673,77.755,79.0656,79.4314,79.4314,79.4314,82.4184,83.15,84.5825,86.3199,88.1792,88.1792,88.1792,92.6598,94.0314,95.7383,96.7441,99.7617,99.7617,99.7617,107.4427,109.3629,112.0452,115.7028,119.9396,119.9396,119.9396,131.8268,135.7283,140.3918,145.9392,151.2427,151.2427,151.2427,166.3609,171.3292,178.8883,185.5025,195.1342,204.7964,209.6123,212.7822,212.7822,225.8887
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276,0.1701,0.1701,0.1701,0.1701,0.1701,0.2551,0.2551,0.2551,0.2551,0.5528,0.5528,0.5528,0.5528,0.5528,0.5528,0.5528,0.6379,0.6379,0.6379,0.8505,0.8505,0.8505,0.9355,0.9355,0.9355,0.9355,0.9355,0.9355,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,1.0206,1.0206,1.0206,1.0206,1.0206,1.0206,1.0631,1.0631,1.0631,1.0631,1.2332,1.2757,1.2757,1.4883,1.4883,1.4883,1.4883,1.4883,1.4883,1.4883,1.4883,1.6159,1.701,1.701,1.701,1.701,1.701,1.701,1.786,1.786,2.0411,2.0411,2.0411,2.5514,2.5514,2.5514,2.5514,3.3594,3.3594,3.7846,3.7846,3.7846,3.7846,3.7846,3.9122,3.9122,3.9122,3.9122,3.9122,7.4417,9.6529,9.6529,9.6529,11.7791,11.7791,11.7791,13.3525,13.3525,13.3525,13.3525,13.3525,13.3525,16.967,16.967,16.967,16.967
Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0005,0.0009,0.0009,0.0009,0.0009,0.0019,0.0019,0.0061,0.0061,0.0094,0.0118,0.0146,0.0179,0.0245,0.071,0.071,0.0762,0.0941,0.151,0.175,0.2922,0.3731,0.4803,0.7273,0.9052,1.0571,1.2015,1.4043,1.6076,1.8367,2.0023,2.1542,2.6896,3.216,3.7844,4.2605,4.8739,5.2362,5.7212,6.6024,7.6073,8.5115,9.2388,9.7512,10.4404,11.0228,11.8847,13.3233,14.3136,15.8459,17.246,18.185,19.1678,20.2668,21.5267,23.5398,25.4249,27.9094,29.6858,31.7304,34.4539,37.4883,41.0177,43.377,45.6813,47.9047,51.101,54.3166,59.565,63.8753,69.1073,73.4199,76.5428,79.7866,83.842,89.4512,95.5803,103.6374,109.8568,113.4177,120.1396,127.9101,137.1753,145.8825,155.6694,163.4357,170.875,176.3733,184.053,193.7439,206.172,218.8405,234.4944,242.2142,247.6705,261.2836,274.7542,289.3031,303.8073,316.5449,325.4422,332.8067,347.9041,363.3883,377.6958,389.9192,400.13,408.1795,417.893,434.3204,449.4635,460.1734,485.9408,502.2497,509.665,520.5462,539.0991,559.1994,577.7744,599.82,618.0234,632.3611,643.6765,659.5996,681.5755,704.2069,724.071,741.9121,754.168,763.6848,784.9989,805.9676,826.018,847.2111,865.5697,877.2517,886.7953,906.4872,925.2698
Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286,0.2286,2.5144,2.5144,8.4575,9.1433,11.4291,12.3434,12.8006,15.5436,17.1437,17.8294,18.9723,20.1153,20.801,23.7726,24.9155,26.0584,26.287,27.4299,28.8014,29.03,29.4871,29.9443,30.4015,30.63,30.8586,30.8586,30.8586,30.8586,30.8586,30.8586,31.0872,31.0872,31.0872,31.0872,31.0872,31.0872,31.0872,31.0872,31.3158,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.5444,31.773,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301,32.2301
