País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.086,0.2796,0.6667,1.3119,2.0001,2.4518,2.7744,2.9034,3.1615,3.3336,3.3551,3.3766,3.3766,3.3766,3.3981,3.4196,3.4411,3.4626,3.4626,3.4626,3.4841,3.5056,3.5056,3.5056,3.5271,3.5486,3.5486,3.6347,3.8067,4.2369,5.0756,6.237,7.1833,7.8931,8.4307,8.7103,8.9899,9.0974,9.1835,9.2695,9.3985,9.4846,9.5061,9.5491,9.6136,9.6566,9.6781,9.6996,9.7642,9.7857,9.7857,9.8072,9.8287,9.8932
Ilhas Maurício,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573,0.3932,0.5504,0.7077,0.7077,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.9436,1.1795,1.1795,1.3367,1.3367,1.3367,1.3367,1.3367
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0225,0.1094,0.3149,0.6647,1.2169,1.9444,3.045,4.3945,6.3087,8.25,11.3617,14.2012,18.1312,21.5376,24.83,28.1752,31.3342,34.8057,37.9027,41.8272,44.8094,47.6605,50.6008,53.1161,55.5933,57.6642,59.8475,63.869,65.476,67.394,69.6596,71.815,74.3349,76.8044,79.6842,82.8067,85.9937,89.2706,92.6801,96.0539,99.9141,105.2347,110.7802,117.9033,123.7335,130.6355,136.4944,141.0107,145.1819,148.7512,151.3339,154.3813,157.1618,158.986,163.0943,165.2396,167.1778,168.8787,170.1065,171.2102,171.9462
Estados Federados da Micronésia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldávia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0992,0.5454,0.9916,1.7848,2.5533,3.3714,4.5117,5.4785,6.6188,7.6104,9.0482,10.486,12.1469,13.5103,14.9481,16.2371,17.5262,18.6665,20.0795,21.2446,22.5089,23.7979,24.9878,26.9462,28.3344,30.4911,32.4743,34.4326,37.0603,40.0847,42.3901,45.5631,47.8438,50.9177,54.2395,57.5861,60.9822,65.0725,69.485,72.7324,76.1038,78.7315,81.3592,83.8134,85.8213,88.5729,91.1758,94.7703,99.2077,102.8765,109.1235,114.6019,121.8405,129.5004,134.8054,139.2179,142.8372,145.4897,147.9934,149.8031,150.7203
Mónaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5483,2.5483,2.5483,7.6449,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,2.5483,2.5483,2.5483,5.0966,5.0966,5.0966,5.0966,5.0966,5.0966,5.0966,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,17.838,22.9346,22.9346,43.3209,48.4175,53.5141,58.6107,63.7073,66.2555,68.8038,68.8038,71.3521,76.4487,78.997,78.997,81.5453,81.5453,81.5453,81.5453,81.5453
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0305,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.0915,0.122,0.1525,0.183,0.3965,0.8846,1.7082,2.6843,3.9655,5.6127,6.9243,7.7784
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.3184,0.3184,0.6369,0.7961,1.1145,1.2738,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.9106,2.7067,3.8213,5.5727,7.1649,8.4386,11.3045,12.7375,13.852,16.2403,17.8325,19.5839,23.246,26.1119,29.9332,33.9136,39.3271,43.7852,51.2685,55.5674,64.4837,71.6485,80.2463,87.4112,95.0537,101.4225,107.7912,111.294,116.2298,119.255,123.7131,130.2411,135.6545,144.8892,154.2831,162.881,173.8671,183.261,194.2471,201.5712,211.1243,221.4735,229.4345,235.3256,241.3759,245.9933,249.0184,250.6106
Marrocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0054,0.0135,0.0975,0.2438,0.3414,0.3928,0.447,0.4904,0.5093,0.5229,0.5473,0.5581,0.5689,0.5744,0.5798,0.6177,0.6502,0.6963,0.7586,0.8859,1.1298,1.444,1.9344,2.5873,3.2078,3.8661,4.4648,5.1178,5.8303,6.5293,7.2743,8.2009,9.3334,10.5661,11.9884,13.362,14.8169,16.0252,17.2579,18.1818,19.046,19.8155,20.5388,21.0888,21.7038,22.1806,22.5112,22.8227,23.0395,23.2291,23.4215,23.5569,23.6707,23.7737,23.8766,24.0175,24.153,24.2722,24.3968,24.4862,24.6081,24.6677,24.7246
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0064,0.0064,0.0128,0.016,0.0192,0.0256,0.0288,0.0352,0.0352,0.048,0.0544,0.0608,0.0672,0.0736,0.0896,0.1184,0.144,0.1888,0.2144,0.2336,0.2496,0.2848,0.3039,0.3167,0.3775,0.4063,0.4191,0.4351,0.4607,0.4799,0.5183,0.5471,0.6431,0.8095,1.1614,1.2894,1.5357,1.7629,1.9389,2.1276,2.2396,2.342,2.3996,2.4604,2.5116,2.5404,2.566,2.6043,2.6139,2.6427,2.6491,2.6587
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.2755,0.3148,0.4723,0.7478,1.4562,2.2433,3.1878,3.5814,4.1717,4.5653,4.7621,4.9195,5.0769,5.195,5.2344,5.2344,5.2737,5.5098,5.7066,5.9428,6.0215,6.4544,7.1234,7.6744,8.737,10.39,11.6494,12.9088,13.9714,14.8372,15.4276,16.1753,16.9231,17.4741,18.6548,19.5993,20.4651,21.331,23.0626,23.9285,24.9517,25.3059,27.3918,28.848,30.4616
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0137,0.0275,0.0515,0.0652,0.0824,0.0995,0.1201,0.1304,0.1373,0.1682,0.1991,0.2849,0.3913,0.5629,0.8203,1.0502,1.2733,1.4724,1.6852,1.9323,2.2755,2.6255,3.0065,3.4458,3.94,4.2798,4.6711,5.2477,5.6183,5.9375,6.1709,6.315,6.4969,6.6308,6.7578,6.9225,6.9671,7.0255,7.0529,7.0873,9.5309,10.3374,10.3443,10.3615,10.3992,10.4198,10.4953,10.6463,10.9621,11.7274,14.0166,18.571,22.4149
Países Baixos,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.251,1.6166,6.0695,12.3024,17.2455,22.9298,26.7408,30.2599,32.2675,33.4639,34.2868,34.9346,35.3081,35.5357,35.6816,35.7867,35.8976,35.9267,35.9326,36.0551,36.0084,36.0551,36.166,36.3761,36.5337,36.6446,36.7671,36.9889,37.6017,38.1561,39.0374,40.117,42.0429,44.5874,47.9198,50.7095,53.1723,55.5475,57.526,59.8429,62.5625,65.9766,69.5774,73.9078,77.4094,80.3741,82.977,85.3756,87.8326,90.2604,92.0637,93.6453,94.8417,96.149,97.2111,98.1974,99.3179,100.2575,101.1271,101.985,102.9946,103.5432,104.0393
Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0207,0.1866,0.2696,0.394,0.4355,0.4355,0.4355,0.4355,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4977,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392
Nicarágua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0151,0.0151,0.0302,0.0453,0.0755,0.1208,0.2566,0.5283,0.6944,0.8302,0.9661,1.1171,1.2529,1.3737,1.4944,1.6303,1.7511,1.8567,1.9322,2.0077,2.0681,2.1284,2.1737,2.219,2.2492,2.2794,2.2794,2.3247,2.3398,2.3549,2.3549,2.3851,2.4002,2.4153,2.4304,2.4454,2.4454,2.4605,2.4907,2.5058,2.5209,2.536,2.5511,2.5662,2.5813,2.5964,2.6115,2.6266,2.6417,2.6568,2.6719,2.687,2.7021,2.7172,2.7323,2.7474,2.7625,2.7775,2.7926,2.7926
Níger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0454,0.0578,0.0826,0.1281,0.157,0.1942,0.2272,0.2603,0.2685,0.2685,0.2727,0.2768,0.2768,0.2809,0.2809,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.2892,0.2892,0.3098,0.3264,0.3387,0.3677,0.4214,0.4544,0.5577,0.6031,0.6321,0.6692,0.6899,0.6982,0.7105,0.7105,0.7312,0.756,0.7643,0.7684,0.7766,0.7808,0.789,0.789,0.7932,0.7932,0.7932,0.7932
Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.001,0.0029,0.0053,0.0107,0.0213,0.0475,0.0766,0.0931,0.1208,0.1523,0.1771,0.2207,0.2586,0.2862,0.3245,0.3658,0.3905,0.4211,0.4414,0.4638,0.4759,0.4885,0.4963,0.5176,0.5278,0.5336,0.539,0.5399,0.5414,0.5457,0.5506,0.5584,0.5627,0.5642,0.5671,0.5705,0.5734,0.5821,0.5972,0.6146,0.6399,0.6661,0.7102,0.7383,0.7825,0.8218,0.862,0.9091,0.9329,0.9644,0.9789,0.9853,0.9974,0.9984,0.9998,0.9998,1.0008,1.0008,1.0017,1.0027,1.0027
Macedônia do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.432,1.248,2.112,2.6399,3.4079,4.1279,4.4159,5.0879,5.5679,6.7679,7.5359,9.6478,12.0478,14.4957,16.8477,18.6716,20.7356,22.6076,24.2395,25.3915,26.3515,27.5035,28.9914,30.2874,31.7274,33.8393,35.3753,36.8633,38.3993,40.7992,45.5511,50.351,56.9269,66.0467,74.9265,86.0143,94.8941,104.11,112.3178,118.7017,122.8296,127.0535,130.8454,134.9734,137.9013,141.8372,144.1412,148.0771,151.245,154.941,161.4688,169.3407,179.9485,193.0522,205.868,216.4278,227.6116,239.6113,246.4752,251.1311,255.787
Noruega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.2214,0.7194,1.6417,2.564,3.3572,3.7999,3.9659,4.2057,4.2979,4.3348,4.3717,4.4086,4.4639,4.5746,4.6115,4.6299,4.6668,4.7037,4.7037,4.7222,4.7222,4.8328,4.8697,4.8697,4.8697,4.8882,4.9251,5.0542,5.0726,5.1095,5.128,5.1649,5.2018,5.2571,5.4969,5.792,6.161,6.659,7.2862,7.4706,7.9871,8.3376,8.891,9.6841,10.1453,10.4773,10.754,10.9385,11.2151,11.4918,11.6578,11.8239,11.9714,12.1928,12.4879,12.6908,13.0782,13.5762,13.9636,14.1481,14.2772,14.4247
Omã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.0392,0.0783,0.1567,0.1958,0.2546,0.3329,0.5287,0.7245,1.1554,1.6253,2.2324,2.7415,3.4465,4.3865,5.346,6.5993,7.8721,8.2442,10.4374,11.6907,12.5719,13.4923,14.5301,15.6072,16.9388,18.3095,19.3866,20.6203,21.9715,23.5576,24.7522,25.7704,26.4362,27.2391,28.0028,28.4728,28.884,29.1778,29.3149,29.4128,29.5303,29.6869,29.8436,30.0002,30.0786,30.2352,30.4898,30.9402,31.2731,31.606,31.9781,32.683,33.8384,35.2092,37.3828,39.0081,40.3789,42.063,43.4533,44.5304
Paquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0122,0.0276,0.0503,0.096,0.1553,0.2553,0.3445,0.4459,0.5546,0.7642,1.0209,1.3468,1.6999,1.9897,2.2282,2.4383,2.57,2.6551,2.7158,2.767,2.8023,2.8317,2.8512,2.8788,2.8942,2.9118,2.9331,2.9585,2.9883,3.0295,3.0599,3.1088,3.1785,3.2731,3.5325,3.6968,3.8693,4.0789,4.3265,4.5484,4.7358,4.8766,5.0264,5.1835,5.3429,5.4905,5.6299,5.753,5.8911,6.0319,6.1822,6.3221,6.5344,6.8024,7.132,7.515,7.936,8.2891,8.6965,8.989,9.1936
Panamá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.1391,0.6953,1.2747,2.1786,3.152,3.8704,4.867,5.8404,6.5125,7.2542,8.158,9.34,10.5915,12.4225,14.6242,18.5178,22.2492,26.8612,31.2647,35.2742,38.9361,41.9258,44.4752,46.7696,48.8323,50.6864,52.9577,54.7886,56.55,58.1955,59.9105,61.417,63.2943,65.2874,67.0488,69.2042,71.7999,75.1141,79.0541,84.176,91.1521,98.2208,105.7068,112.7291,119.0563,123.7379,128.1877,131.0615,133.7732,136.0676,137.7595,139.2659,140.4479,141.5835,142.4411,143.0668,143.5072,144.0634,144.805,145.593,146.0102,147.0763
Papua-Nova Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0224,0.0335,0.0335,0.0447,0.0559,0.0559,0.0671,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0894,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1118,0.1118,0.1565,0.1788,0.2906,0.4135,0.6259,0.7489,0.7712,1.0171,1.1736,1.3524,1.453,1.5201,1.7436
Paraguai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0421,0.0701,0.0981,0.1122,0.1262,0.1402,0.1402,0.1542,0.1542,0.1542,0.1542,0.1823,0.1823,0.2383,0.2804,0.3505,0.4907,0.6309,0.8272,1.2057,2.2573,3.2387,4.879,6.4914,7.7392,9.8843,11.791,13.5436,15.5344,17.2589,18.8853,20.2032,21.2547,22.6147,23.512,24.8299,26.4562,27.9143,29.7229,31.125,32.541,34.1674,35.5413,37.1677,38.5557,40.126,41.6542,43.4768,45.1172,47.1081,49.828,53.5293,58.3383,63.3996,69.7928,76.6908,85.4394,94.2442,102.1235,109.386,118.8076
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.091,0.3245,0.6976,1.4679,2.5901,4.3795,6.2387,8.8378,11.4886,14.4578,17.4027,21.4001,25.4884,29.3493,33.2162,37.0892,41.1836,56.4481,60.679,65.2102,80.314,84.3538,87.784,90.9139,93.4494,95.1387,98.0351,99.5819,101.3561,102.5723,103.7157,104.5619,105.9783,106.9731,108.0952,109.0809,110.015,111.4708,112.7416,113.8092,114.7342,116.2658,117.5851,121.6401,124.8974,129.28,133.0832,137.2777,142.2243,146.0731,149.1484,153.0821,156.6033,161.1617,168.292,175.7681,182.0128,190.0833,195.2362,201.5992,206.3973
Filipinas,0.0,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.011,0.0319,0.0803,0.1615,0.3057,0.3988,0.4837,0.5813,0.6853,0.7638,0.8085,0.8815,0.9281,1.0066,1.0823,1.1553,1.1945,1.4628,1.6764,1.7768,1.9301,2.1099,2.4521,2.7724,3.2825,3.5736,4.2553,4.6075,4.9717,5.3522,5.8149,6.1051,6.4363,6.6782,6.9912,7.1746,7.4694,7.682,7.9119,8.0415,8.2323,8.3609,8.506,8.7187,9.1056,9.4779,9.9232,10.3083,10.5164,11.0484,11.2875,11.4326,11.7247,11.8561,12.0377,12.6089,13.9495,14.7297,15.437,16.0812,16.992,17.6782,18.2358
Polónia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0264,0.0872,0.3408,0.6949,1.0595,1.5748,1.8918,2.2168,2.5048,2.7057,2.8853,3.1258,3.3609,3.6331,3.8656,4.0373,4.1959,4.3227,4.4443,4.5922,4.8115,5.0097,5.2237,5.4377,5.6438,5.8843,6.1194,6.5607,7.179,8.1936,9.8318,12.194,16.123,22.1288,28.6631,37.8211,46.5009,54.4091,61.5881,68.125,72.5402,77.9515,83.4764,89.0384,94.2357,99.0208,103.9987,108.406,112.1263,116.2799,120.4837,125.7127,131.4807,138.4325,145.4952,156.2253,165.7586,174.116,180.024,185.8449,190.0302,192.7385
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.3236,1.5691,3.3834,5.5606,7.473,9.2971,10.5328,11.4056,12.2294,13.1611,14.083,14.6322,14.9264,15.1029,15.456,15.9757,16.3582,16.6426,16.8878,17.0545,17.2703,17.4958,17.7018,17.8881,18.1039,18.3883,18.8786,19.2513,19.928,20.693,21.7031,23.2526,25.8417,29.6272,34.8446,39.7775,44.887,50.2319,56.224,61.3335,66.2076,71.4544,79.2413,90.6763,107.9956,127.6588,142.7617,152.2256,157.7568,160.7283,162.7486,163.847,164.7002,165.2004,165.6123,165.9653,166.2399,166.4262,166.5341,166.6616,166.8283,166.897
Catar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.2083,0.243,0.3124,0.3471,0.4165,0.4859,0.5206,0.9719,1.4925,2.152,2.7768,3.4362,3.9222,4.6511,5.2064,5.5535,5.7965,6.1436,6.5254,6.6989,6.7336,6.8725,7.1155,7.2196,7.3237,7.4278,7.4973,7.6361,7.7749,7.9832,8.0526,8.0873,8.1567,8.1914,8.2609,8.2956,8.365,8.4344,8.5038,8.5038,8.5385,8.608,8.608,8.6427,8.7815,8.8856,8.9203,8.9898,9.1633,9.3022,9.5451,10.0311,10.8294,11.8012,13.5714,15.3069,16.7647,17.9101,18.6043,18.9861
Roménia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.4262,1.024,1.8245,2.5887,3.4464,4.3716,5.2085,5.9103,6.3209,6.6952,7.0383,7.4697,7.9999,8.5821,9.3514,10.0376,10.7809,11.6386,12.8914,14.3676,15.979,17.5021,19.1343,20.621,22.0193,23.4072,24.9094,26.6196,28.7716,31.168,34.1725,37.806,42.5519,48.1399,53.9202,59.9344,65.8083,71.204,76.0798,80.4099,84.0953,87.7496,90.2863,93.244,96.233,99.0555,101.4987,104.0302,106.6084,109.4518,112.789,116.6564,121.683,126.7616,132.2456,138.3638,143.8998,148.0115,151.4475,154.1869,155.8243
Rússia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0116,0.0397,0.1165,0.3125,0.5941,0.9943,1.45,1.944,2.6087,3.4474,4.2033,4.9844,5.7211,6.3768,7.1799,7.9467,8.6073,9.2391,9.8174,10.3492,10.8514,11.3229,11.8204,12.2925,12.8297,13.4136,14.0173,14.7731,15.6467,16.7699,18.0965,19.6054,21.1732,23.0371,25.1311,27.4438,29.9271,32.4872,35.1349,37.7615,40.2276,42.4218,44.9736,47.5494,50.0101,52.3159,54.5855,56.646,58.5592,60.5169,62.6274,64.5708,66.3428,68.134,69.8135,71.6383,73.435,75.1502,76.7899,78.5414,80.0442
Ruanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0154,0.0154,0.0154,0.0154,0.0232,0.0309,0.0386,0.0386,0.0386,0.054,0.0772,0.1158,0.1235,0.1544,0.1699,0.2085,0.2239,0.2239,0.2471,0.2625,0.2702,0.2702,0.3088,0.3552,0.3629,0.3783,0.3938,0.4401,0.5096,0.6099,0.8493,0.9651,1.1427,1.3974,1.5827,1.7449,1.853,1.9533,2.046,2.0846,2.1772,2.2776,2.3625,2.4243,2.4397,2.5247,2.5555,2.6019,2.625,2.6714,2.6945
São Cristóvão e Névis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Lúcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5446,1.0892,1.0892,1.0892,1.0892,2.1783,2.7229,2.7229,2.7229,2.7229,4.3567,7.0796,8.7133,10.3471,12.5254,17.4266,20.1495,25.0508,29.952,31.0412,32.1304,34.3087,34.8533,37.5762,40.2991,40.2991,40.8437,41.9328,41.9328
São Vicente e Granadinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0278,18.0278,18.0278,36.0555,54.0833,54.0833,72.1111,72.1111,81.1249,81.1249,90.1388,90.1388,90.1388,90.1388,99.1527,99.1527,108.1666,108.1666,108.1666
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Marino,0.0,0.0,0.0,0.0,0.0,2.9472,5.8943,20.6301,61.8903,76.6261,100.2034,106.0977,117.8863,120.8335,120.8335,120.8335,120.8335,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,129.6749,135.5692,141.4636,153.2522,165.0408,173.8823,182.7238,191.5652,191.5652,191.5652,197.4596,209.2482,212.1953,215.1425,218.0897,226.9311,226.9311,235.7726,247.5612,250.5084,253.4555,259.3499,265.2442,265.2442,265.2442,265.2442,265.2442
São Tomé e Príncipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3689,2.2814,3.6503,5.4755,5.4755,5.4755,5.4755,5.4755,5.9318,5.9318,6.3881,6.3881,6.3881,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,7.3006,7.3006,7.3006,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,8.2132,8.6695,11.8635,13.6887,14.6013,14.6013,15.5139,15.5139,15.9701,15.9701,15.9701,15.9701,15.9701,15.9701,15.9701,16.8827
Arábia Saudita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0287,0.1178,0.2097,0.3131,0.4366,0.5745,0.7583,0.945,1.1806,1.577,2.2491,3.0218,3.8663,4.7366,5.7937,6.5577,7.3448,8.0112,8.5713,9.2865,9.9673,10.6911,11.2857,11.8832,12.4606,13.0465,13.6124,14.1409,14.612,14.9854,15.3071,15.6719,16.0166,16.3498,16.6916,16.9674,17.2029,17.4327,17.6338,17.8205,17.9957,18.0962,18.1968,18.2657,18.3346,18.4122,18.5012,18.5845,18.6851,18.7827,18.8948,19.0097,19.1389,19.2768,19.4549,19.6646,19.8829,20.1242,20.3884,20.6469,20.8652
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0119,0.0299,0.0538,0.0657,0.1135,0.1792,0.215,0.2568,0.3106,0.4181,0.5315,0.6689,0.8182,0.8958,1.0392,1.1825,1.2781,1.4214,1.5289,1.6364,1.6961,1.7439,1.7797,1.8036,1.8514,1.8634,1.8813,1.9111,1.9231,1.947,1.947,1.9649,1.9768,1.9888,2.0306,2.0903,2.2217,2.3591,2.5562,2.8667,3.2012,3.5356,3.8283,4.1806,4.539,4.969,5.3034,5.5543,5.8588,6.0918,6.265,6.3605,6.4561,6.5397,6.6054,6.6352,6.689,6.7368,6.7607
Sérvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.1831,0.6982,1.0758,1.4879,1.9228,2.289,2.5179,2.6782,2.7354,2.804,2.8613,2.9299,3.0101,3.1703,3.7769,4.784,5.6195,6.3062,6.9243,7.4622,7.7941,8.0688,8.1832,8.3206,8.4121,8.5037,8.5724,8.6639,8.7784,8.9272,9.1332,9.6597,10.4723,12.0631,14.581,18.9073,23.5998,27.8459,31.8402,35.6972,38.9705,41.6487,43.3883,44.9105,46.4213,47.5429,48.7675,49.9693,51.2168,52.636,54.6846,57.2483,60.3156,63.3715,66.4731,69.3344,71.9438,73.8895,75.4689,76.7966,77.6893
