País Português,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
Quénia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0056,0.0074,0.0074,0.0074,0.0112,0.0112,0.0112,0.013,0.013,0.013,0.0149,0.0167,0.0167,0.0186,0.0205,0.0205,0.0223,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.0279,0.0316,0.0391,0.0409,0.0446,0.0446,0.0446,0.0484,0.0539,0.0539,0.0558,0.0595,0.0614,0.067,0.0744,0.0781,0.0837,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.0948,0.0967,0.0967,0.1023,0.1079,0.1153,0.1172,0.119,0.1283,0.132,0.1376,0.1451,0.1469,0.1544,0.1562,0.1581,0.1637,0.1655,0.1711,0.1785,0.186,0.1916,0.1934,0.1953,0.199,0.2176,0.2213,0.225,0.2287,0.2325,0.238,0.2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coreia do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0039,0.0039,0.0117,0.0156,0.0195,0.0234,0.0254,0.0254,0.0312,0.0332,0.0546,0.0546,0.0683,0.0683,0.0819,0.0858,0.0975,0.1034,0.1053,0.117,0.1287,0.1287,0.1404,0.1463,0.1463,0.158,0.1638,0.1775,0.1833,0.1989,0.2165,0.2165,0.2341,0.2458,0.2555,0.2711,0.2809,0.2965,0.3082,0.316,0.3218,0.3296,0.3394,0.3452,0.3569,0.3628,0.3745,0.3901,0.3979,0.4057,0.4116,0.4174,0.4233,0.433,0.4389,0.4467,0.4486,0.4525,0.4564,0.4603,0.4623,0.4642,0.4681,0.4681,0.472,0.474,0.4759,0.4798,0.4818,0.4837,0.4876,0.4876,0.4915,0.4954,0.4974,0.4993,0.4993,0.4993,0.4993,0.4993,0.5032,0.5052,0.5071,0.5071,0.511,0.511,0.513,0.513,0.513,0.5149,0.5149,0.5188,0.5188,0.5208,0.5247,0.5247,0.5247,0.5247,0.5247,0.5266,0.5286,0.5305,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5344,0.5383,0.5383,0.5403,0.5403,0.5403,0.5403,0.5422,0.5442,0.5461,0.5461,0.5461,0.5461,0.5461,0.5481,0.5481,0.55
Kosovo,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.0553,0.221,0.2763,0.2763,0.3868,0.3868,0.3868,0.3868,0.4421,0.4421,0.6078,0.6631,0.6631,0.6631,0.8288,0.9946,0.9946,1.0499,1.0499,1.1051,1.1604,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.4367,1.4367,1.4367,1.4919,1.4919,1.5472,1.5472,1.5472,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6024,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.6577,1.713,1.713,1.713,1.713,1.713,1.7682,1.7682,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,2.0445,2.0445,2.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0234,0.0234,0.0234,0.0234,0.0234,0.0234,0.0234,0.0234,0.0468,0.0702,0.0702,0.0702,0.1171,0.1405,0.1639,0.2107,0.2576,0.3044,0.3278,0.3512,0.4449,0.4683,0.5152,0.5386,0.562,0.6088,0.7025,0.7727,0.8898,0.9366,0.9366,0.9835,1.0303,1.1006,1.1474,1.3581,1.522,1.7562,1.9201,2.0606,2.2479,2.5055,2.6226,2.7631,2.8333,2.9036,3.0207,3.2314,3.4656,3.6529,3.8637,4.0276,4.0978,4.332,4.5427,4.8003,4.9642,5.1515,5.292,5.3857,5.5262,5.7135,5.9477,6.1818,6.2989,6.3926,6.4394,6.5331,6.6736,6.7672,6.9312,6.978,7.0951,7.1653,7.2122,7.3292,7.4697,7.6336,7.7273,7.821,7.8912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quirguistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0153,0.0153,0.0613,0.0613,0.0613,0.0613,0.0766,0.0766,0.0766,0.0766,0.0766,0.0766,0.0766,0.0766,0.0766,0.0766,0.1073,0.1073,0.1073,0.1226,0.1226,0.1226,0.1226,0.1226,0.1226,0.1226,0.1226,0.1226,0.1226,0.1533,0.1533,0.1686,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.1839,0.2146,0.2146,0.2146,0.2146,0.2146,0.2146,0.2146,0.2146,0.2146,0.2146,0.2452,0.2452,0.2452,0.2452,0.2452,0.2452,0.2452,0.2452,0.2606,0.3066,0.3066,0.3372,0.3372,0.3372,0.3525,0.3679,0.3985,0.3985,0.3985,0.4138,0.4138,0.4292,0.4598,0.4752,0.4752,0.4905,0.5365,0.6131,0.6131,0.6438,0.6591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letónia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.053,0.053,0.106,0.106,0.1591,0.1591,0.1591,0.2651,0.2651,0.2651,0.2651,0.2651,0.2651,0.2651,0.2651,0.2651,0.4772,0.5832,0.5832,0.6362,0.6362,0.6362,0.6892,0.6892,0.7953,0.7953,0.8483,0.8483,0.8483,0.8483,0.9013,0.9013,0.9543,0.9543,0.9543,0.9543,0.9543,0.9543,1.0073,1.0073,1.0073,1.0073,1.0073,1.0073,1.1134,1.1134,1.1664,1.1664,1.1664,1.1664,1.1664,1.1664,1.2194,1.2724,1.2724,1.2724,1.2724,1.2724,1.2724,1.2724,1.3254,1.3254,1.3254,1.3254,1.3784,1.3784,1.3784,1.3784,1.4315,1.4845,1.4845,1.4845,1.4845,1.5905,1.5905,1.5905,1.5905,1.5905,1.5905,1.5905,1.5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Líbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0879,0.0879,0.1172,0.1172,0.1465,0.1612,0.1758,0.2051,0.2344,0.2491,0.2491,0.2637,0.2784,0.2784,0.2784,0.2784,0.293,0.293,0.293,0.293,0.3077,0.3077,0.3077,0.3077,0.3077,0.3077,0.3077,0.3077,0.3223,0.3223,0.3223,0.3516,0.3516,0.3516,0.3516,0.3516,0.3516,0.3516,0.3663,0.3663,0.3663,0.3663,0.3663,0.3663,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3809,0.3956,0.3956,0.3956,0.3956,0.4102,0.4102,0.4249,0.4395,0.4395,0.4395,0.4395,0.4542,0.4542,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0593,0.0593,0.0593,0.0791,0.0791,0.0989,0.0989,0.0989,0.1186,0.1186,0.1186,0.1186,0.1384,0.1384,0.1582,0.1582,0.1582,0.1582,0.1582,0.1582,0.2175,0.2373,0.2373,0.3164,0.3164,0.3164,0.3559,0.3559,0.3559,0.3559,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.3954,0.4152,0.435,0.4548,0.4548,0.4548,0.4745,0.5141,0.5141,0.5141,0.5141,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5536,0.5536,0.5536,0.5932,0.5932,0.5932,0.5932,0.6129,0.6129,0.6129,0.6327,0.6327,0.6327,0.6525,0.6525,0.6525,0.6525,0.6525,0.6525,0.6722,0.6722,0.6722,0.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0582,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0873,0.1164,0.1455,0.1455,0.1455,0.1455,0.1455,0.1455,0.1455,0.1455,0.1455,0.2474,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,5.2455,2.6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.0367,0.0367,0.0735,0.1469,0.1469,0.1837,0.2571,0.2571,0.2571,0.2939,0.2939,0.3306,0.3306,0.4041,0.4775,0.551,0.551,0.551,0.5877,0.8081,0.8449,0.8449,0.8816,1.0653,1.102,1.1755,1.2122,1.2122,1.2857,1.3592,1.3959,1.3959,1.4694,1.4694,1.5061,1.5061,1.5061,1.6163,1.653,1.653,1.653,1.6898,1.6898,1.6898,1.6898,1.7632,1.8,1.8,1.8,1.8367,1.8367,1.8367,1.9836,1.9836,1.9836,2.0204,2.0571,2.1673,2.204,2.204,2.2408,2.2408,2.3142,2.3142,2.3142,2.3877,2.4244,2.4979,2.4979,2.5714,2.5714,2.5714,2.6081,2.6081,2.6081,2.6081,2.6081,2.6081,2.6081,2.6448,2.7183,2.7183,2.7183,2.755,2.755,2.7918,2.7918,2.7918,2.7918,2.7918,2.7918,2.7918,2.7918,2.8285,2.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598,0.1598,0.1598,0.1598,0.3195,0.639,0.639,1.278,1.278,1.278,1.278,1.278,1.4378,2.3963,2.8755,3.3548,3.5145,3.6743,4.6328,4.7925,4.9523,4.9523,5.751,6.5498,7.029,7.3485,8.307,8.6265,9.9045,10.5435,11.0228,10.7033,11.0228,11.0228,11.502,11.502,11.6618,11.9813,12.4605,12.78,13.2593,13.5788,13.5788,14.058,14.058,14.2178,14.2178,14.3775,14.697,14.697,15.336,15.336,15.336,15.6555,15.975,15.975,16.1348,16.1348,16.1348,16.2945,16.4543,16.4543,16.614,16.614,17.0933,17.0933,17.4128,17.4128,17.4128,17.4128,17.4128,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS Zaandam,0.0,0.0,0.0,0.0,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0036,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0181,0.0217,0.0217,0.0217,0.0217,0.0217,0.0253,0.0253,0.0289,0.0325,0.0325,0.0325,0.0361,0.0361,0.0361,0.0361,0.0361,0.0361,0.0433,0.0433,0.0469,0.0469,0.0469,0.0506,0.0542,0.0542,0.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,0.0,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0052,0.0052,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0209,0.0261,0.0314,0.0314,0.0314,0.0314,0.0418,0.0418,0.0418,0.0575,0.0575,0.0575,0.0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malásia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0062,0.0062,0.0093,0.0124,0.0309,0.0433,0.0494,0.0618,0.0711,0.0803,0.0834,0.1081,0.1143,0.1329,0.139,0.1545,0.1638,0.1761,0.1885,0.1916,0.1946,0.2008,0.207,0.2163,0.2255,0.2348,0.2379,0.2534,0.2564,0.2595,0.2657,0.2719,0.275,0.275,0.2842,0.2873,0.2935,0.2966,0.3028,0.3028,0.3059,0.309,0.309,0.3151,0.3182,0.3182,0.3244,0.3244,0.3275,0.3306,0.3306,0.3306,0.3337,0.3337,0.3368,0.3368,0.343,0.346,0.346,0.3491,0.3491,0.3491,0.3522,0.3522,0.3522,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3553,0.3584,0.3615,0.3615,0.3615,0.3615,0.3646,0.3646,0.3677,0.3708,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,0.3738,,,
Maldivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.185,0.185,0.185,0.185,0.185,0.37,0.37,0.555,0.555,0.555,0.555,0.555,0.555,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.925,0.925,0.925,0.925,0.925,0.925,1.11,1.295,1.295,1.295,1.295,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,0.0,0.0,0.0,0.0,0.0049,0.0099,0.0099,0.0148,0.0148,0.0148,0.0148,0.0247,0.0247,0.0247,0.0346,0.0346,0.0346,0.0346,0.0444,0.0494,0.0642,0.0642,0.0642,0.0642,0.0642,0.0691,0.0691,0.0691,0.0839,0.1037,0.1037,0.1037,0.1136,0.1136,0.1185,0.1235,0.1284,0.1284,0.1284,0.1333,0.1432,0.158,0.158,0.158,0.1728,0.1827,0.1876,0.1926,0.1975,0.2173,0.2272,0.2272,0.237,0.2568,0.2568,0.2617,0.2716,0.2963,0.3062,0.3111,0.321,0.3309,0.3457,0.3457,0.3555,0.3605,0.3753,0.3802,0.3852,0.3852,0.3901,0.4197,0.4296,0.4444,0.4444,0.4543,0.4642,0.4741,0.479,0.4987,0.5136,0.5136,0.5136,0.5136,0.5284,0.5284,0.5333,0.5382,0.5382,0.5481,0.5481,0.5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265,0.453,0.453,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.9059,0.9059,0.9059,0.9059,0.9059,0.9059,0.9059,0.9059,0.9059,0.9059,1.1324,1.1324,1.1324,1.1324,1.1324,1.1324,1.1324,1.1324,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.3589,1.5853,1.5853,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.043,0.043,0.0645,0.086,0.086,0.086,0.086,0.086,0.1075,0.129,0.129,0.129,0.1936,0.2796,0.3441,0.4086,0.4301,0.4301,0.4947,0.4947,0.6667,0.7312,0.8388,0.9248,1.0538,1.1829,1.2689,1.3119,1.527,1.5915,1.7421,1.7851,1.8711,1.9571,2.0001,2.0432,2.0862,2.1937,2.3228,2.3873,2.4088,2.4518,2.4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilhas Maurício,0.0,0.0,0.0,0.0786,0.1573,0.1573,0.1573,0.1573,0.1573,0.1573,0.1573,0.2359,0.2359,0.3932,0.4718,0.5504,0.5504,0.5504,0.5504,0.5504,0.5504,0.5504,0.5504,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0016,0.0016,0.0023,0.0031,0.0039,0.0047,0.0062,0.0093,0.0124,0.0155,0.0217,0.0225,0.0287,0.0388,0.0465,0.0613,0.0729,0.0969,0.1094,0.135,0.1505,0.1807,0.2117,0.2296,0.2575,0.3149,0.3482,0.3769,0.4235,0.5041,0.5321,0.5522,0.6647,0.7523,0.8291,0.947,1.0122,1.0478,1.1122,1.2169,1.3433,1.4418,1.5295,1.5985,1.6706,1.7614,1.9444,2.0972,2.2965,2.4509,2.6006,2.6874,2.7712,3.045,3.273,3.4724,3.6973,3.9129,4.0153,4.1355,4.3945,4.7234,5.0491,5.4207,5.568,5.7348,5.9201,6.3087,6.6678,7.0145,7.3023,7.5846,7.7017,7.8855,8.25,9.097,9.7299,10.2146,10.4791,10.6249,10.8995,11.3617,11.9109,12.3661,12.757,13.0859,13.2945,13.635,14.2012,14.7984,15.3157,15.8175,16.1177,16.9274,17.5161,18.1312,18.8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
